,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
165,Robert Sexton,"Absolutely trash, please stop with the false advertising.",1,2,,2024-03-21 16:58:26,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 13:15:54,,2024,3,Thursday,16
166,corey,Once I canceled my subscription. The app won't let me log in with anything . Bumble has no customer support I've on and off tried to contact them for 2 years now about it . There is no evidence of a ban or anything . Googled it and seems to be a very common issue,1,1,,2024-03-21 16:42:53,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-23 14:45:53,,2024,3,Thursday,16
167,Adam Pogue,This app is simply just a cash grab. Don't waste your time,1,2,5.362.0,2024-03-21 16:29:44,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 13:16:23,5.362.0,2024,3,Thursday,16
168,Saif Khan,I purchased subscription but not Rcv any matches waste of money don't buy subscribe,1,1,5.359.1,2024-03-21 16:19:13,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-23 13:16:25,5.359.1,2024,3,Thursday,16
169,Knight “E” Night,Scam,1,2,5.361.0,2024-03-21 14:45:33,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 23:00:45,5.361.0,2024,3,Thursday,14
170,Alexander Stewart,I can't verify cause it has to be exactly like you want you know what not everyone has the kind of money for your stupid technology so either let me verify or shove this app up your but.,1,1,,2024-03-21 14:38:57,"Hey Alexander! Our Support team is happy to assist you with verification. Please message us at @BumbleSupport on Twitter or Facebook. Or, you can contact us via bumble.com/contact.",2024-03-21 23:00:15,,2024,3,Thursday,14
171,Gaurav Garg,Why permanently our of likes..?,1,0,,2024-03-21 14:36:39,"Hey Gaurav! Thank you for your message. For further assistance, please get in touch with our support team at: bumble.com/contact. Thank you. 💛",2024-03-21 22:59:45,,2024,3,Thursday,14
172,Allison Cumberbatch,super glitchy. I match with people and message them then a prompt shows up after asking 'why don't you message them' and the convo isn't saved in my inbox,2,1,,2024-03-21 14:22:28,This doesn’t sound ideal and we'd love to investigate what's happening on your account. Can you please send us a message at bumble.com/contact? We're sure we’ll have you up and buzzin' again in no time!,2024-03-21 15:30:15,,2024,3,Thursday,14
173,Ricquel Ricks,Never used it so I can not rate it...just checked it out...not sure I want to meet anyone these days,1,3,,2024-03-21 13:21:26,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 15:29:45,,2024,3,Thursday,13
174,Anthony Gilliam,I love it because you can find sexy sweeties on here two thumbs up.,5,0,5.359.1,2024-03-21 13:16:20,Thanks for sharing your dating moments with us. We love that you're having fun using Bumble! 💖,2024-03-21 15:29:16,5.359.1,2024,3,Thursday,13
175,Vinosh M G,"Third class dating App. Girls getting thousand of likes, on the other side men not getting likes. Bumble doesn't have proper business logic and those people's are idiots 😂 They didn't learnt and improve app based on the user suggestions",1,2,5.362.0,2024-03-21 13:11:33,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 14:20:53,5.362.0,2024,3,Thursday,13
176,Rehana Akter,ladkiya right swp nei kartee🥲,5,0,5.362.0,2024-03-21 12:50:28,"Hey Rehana. Thanks for the 5-star review! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-21 22:58:45,5.362.0,2024,3,Thursday,12
177,Solange Keßler,"Horrible, tbh no one responds. I'm also guilty of this. But it's just not a good app to find friends",1,1,,2024-03-21 12:29:32,"Hey Solange! Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! You got this. 💛",2024-03-21 22:58:16,,2024,3,Thursday,12
178,Haunting U.S.A.,I fell for ads n I got stung really bad ur app sucks n so does the price,1,1,,2024-03-21 12:26:16,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 22:58:15,,2024,3,Thursday,12
179,Ajit Kumar Sah,Guys this app runs cafe scam please don't fall for anything here if you match with any girl they will call you somewhere in the cafe and they will charge you too much kindly don't visit anywhere where the girls will tell you it's my humble request to all of you,1,1,,2024-03-21 12:10:13,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 14:18:53,,2024,3,Thursday,12
180,Kyle Tharpe,"Paid 45 bucks to see who liked me and they flaked, after that no responses from anyone and almost everyone was 30+ miles away. Either there are a ton of inactive accounts or fake profiles. I'll never be back, waste of money and time.",1,1,5.362.0,2024-03-21 12:02:42,"It's 100% against our Community Guidelines for users to create fake profiles, and our moderators work around the clock to ensure that all of our users are authentically representing themselves in the Hive. If you're ever unsure about the authenticity of an account, please make an in-app report so that we can review it right away.",2024-03-23 14:17:22,5.362.0,2024,3,Thursday,12
181,Rafi Alami,"This app was awesome I met so many women that were really cool and that I would like to know, some of them I still do. I was having great conversations that headed somewhere on this app and then all of a sudden, I couldn't get on the app. They gave me two options log on with Facebook or my phone number I tried both and it would just return me to the main screen and asked me to log on. I uninstalled the app reinstalled it. I even tried contacting them several times with no response. Any ideas why",2,122,5.305.1,2024-03-21 11:36:22,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-23 14:16:23,5.305.1,2024,3,Thursday,11
182,Patrick John Haskins,"Fairly irritating. I don't get many matches, but when I do, I have to wait 24 hours for the woman to ""make the first move"". I can extend that to 48 hours, which I usually do because why not. However, most of my notifications show up very late or not at all. I'll get email notifications 1-2 days afterward. If I'm getting emails 1-2 days late, how is the woman supposed to know that we've successfully matched before her clock runs out? Are we expected to check the app constantly? Be better!",2,2,5.362.0,2024-03-21 11:05:57,"We get how frustrating it can be when you have a new match you're excited about, but no move is made. We know people can get busy or even nervous initiating the conversation at first. Here’s a tip: try adding a conversation prompt to your bio to help start the conversation or if someone's profile particularly stands out to you, SuperSwipe them!",2024-03-23 14:14:23,5.362.0,2024,3,Thursday,11
183,Mitch H,"Been using this app for free for little over a month now, and not a single like. Other dating apps I can get get at least a single like per week. Based on others reviews I'm suspecting this a method used to have users break out their credit cards. Don't use this app, it is a waste of time.",1,1,5.362.0,2024-03-21 11:04:00,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-23 14:13:23,5.362.0,2024,3,Thursday,11
184,Christopher Barry,"Apologies. I think I was mistaken, so I've updated my review. I believe I figured out why I was receiving more likes on my Beeline after my Premium subscription ended... my filters were no longer in place. My experience with Bumble has been top-notch. My satisfaction with Bumble is higher than any of the other apps out there. Much higher quality potentials, and matches, than other sites. Thank you. Excellent value, very well done. One suggestion: please offer more deals for frequent Bumblers :)",5,0,,2024-03-21 10:18:36,"Thanks for making our day, Christopher! This is what we're here for! 🫶",2024-03-21 22:57:44,,2024,3,Thursday,10
