,original_title,genres,original_language,production_countries,production_companies,release_date,year,month,Day,budget,revenue,runtime,status,vote_average,vote_count,popularity
495,Journey 2: The Mysterious Island(2012),"Adventure,Action,Science Fiction",en,United States of America,"New Line Cinema,Contrafilm,Walden Media",2012-01-19,2012,1,Thursday,79000000,355692760,94.0,Released,5.8,1030,40.723459
496,Cloudy with a Chance of Meatballs 2(2013),"Animation,Family,Comedy",en,United States of America,"Columbia Pictures,Sony",2013-09-26,2013,9,Thursday,78000000,248384621,95.0,Released,6.4,915,41.247402
497,Red Dragon(2002),"Crime,Thriller,Horror",en,"Germany,United States of America","Universal Pictures,Metro-Goldwyn-Mayer (MGM)",2002-09-29,2002,9,Sunday,78000000,209196298,124.0,Released,6.7,1115,10.083905
498,Hidalgo(2004),"Western,Adventure",en,"United States of America,Morocco","Casey Silver Productions,Touchstone Pictures,Dune Films",2004-03-05,2004,3,Friday,100000000,108103450,136.0,Released,6.5,318,16.759252
499,Jack and Jill(2011),Comedy,en,United States of America,"Columbia Pictures,Happy Madison Productions,Broken Road Productions",2011-11-11,2011,11,Friday,79000000,149673788,91.0,Released,4.1,604,22.132418
500,2 Fast 2 Furious(2003),"Action,Crime,Thriller",en,United States of America,"Mikona Productions GmbH & Co. KG,Universal Pictures,Original Film,Ardustry Entertainment",2003-06-05,2003,6,Thursday,76000000,236350661,107.0,Released,6.2,2028,10.520961
501,The Little Prince(2015),"Adventure,Animation,Fantasy",en,France,"Onyx Films,NetFlix,Orange Studios,CityMation,On Entertainment,Zippcast Films",2015-07-29,2015,7,Wednesday,64000000,97571250,92.0,Released,7.6,756,35.384423
502,The Invasion(2007),"Science Fiction,Thriller",en,"United States of America,Australia","Village Roadshow Pictures,Vertigo Entertainment,Silver Pictures,Warner Bros.",2007-08-17,2007,8,Friday,80000000,15071514,99.0,Released,5.7,359,15.673154
503,The Adventures of Rocky & Bullwinkle(2000),"Action,Adventure,Animation,Comedy,Family",en,"Germany,United States of America","Universal Pictures,Capella International,KC Medien AG,Tribeca Productions",2000-06-30,2000,6,Friday,76000000,35134820,88.0,Released,3.9,87,8.981427
504,The Secret Life of Pets(2016),"Animation,Family",en,United States of America,"Universal Pictures,Fuji Television Network,Dentsu,Illumination Entertainment",2016-06-18,2016,6,Saturday,75000000,875958308,87.0,Released,5.9,3462,31.482872
505,The League of Extraordinary Gentlemen(2003),"Fantasy,Action,Thriller,Science Fiction",en,"Czech Republic,Germany,United Kingdom,United States of America","Twentieth Century Fox Film Corporation,JD Productions,International Production Company,Angry Films,Mediastream Dritte Film GmbH & Co. Beteiligungs KG",2003-07-11,2003,7,Friday,78000000,179265204,110.0,Released,5.7,1155,47.436675
506,Despicable Me 2(2013),"Animation,Comedy,Family",en,United States of America,"Universal Pictures,Illumination Entertainment",2013-06-25,2013,6,Tuesday,76000000,970761885,98.0,Released,7.0,4637,136.886704
507,Independence Day(1996),"Action,Adventure,Science Fiction",en,United States of America,"Twentieth Century Fox Film Corporation,Centropolis Entertainment",1996-06-25,1996,6,Tuesday,75000000,816969268,145.0,Released,6.7,3260,60.442593
508,The Lost World: Jurassic Park(1997),"Adventure,Action,Science Fiction",en,United States of America,"Universal Pictures,Amblin Entertainment",1997-05-23,1997,5,Friday,73000000,229074524,129.0,Released,6.2,2487,2.502487
509,Madagascar(2005),"Family,Animation",en,United States of America,"DreamWorks SKG,Pacific Data Images (PDI),DreamWorks Animation",2005-05-25,2005,5,Wednesday,75000000,532680671,86.0,Released,6.6,3237,48.110909
510,Children of Men(2006),"Drama,Action,Thriller,Science Fiction",en,"United Kingdom,United States of America","Universal Pictures,Strike Entertainment,Hit & Run Productions",2006-09-22,2006,9,Friday,76000000,69959751,109.0,Released,7.4,2071,35.387874
511,X-Men(2000),"Adventure,Action,Science Fiction",en,United States of America,"Twentieth Century Fox Film Corporation,Donners' Company,Bad Hat Harry Productions,Marvel Enterprises,Springwood Productions,Genetics Productions",2000-07-13,2000,7,Thursday,75000000,296339527,104.0,Released,6.8,4097,4.66891
512,Wanted(2008),"Action,Thriller,Crime",en,"Germany,United States of America","Universal Pictures,Spyglass Entertainment,Bazelevs Production,Kickstart Productions,Marc Platt Productions,Top Cow Productions,Relativity Media,Ringerike Zweite Filmproduktion,Revolution Sun Studios",2008-06-19,2008,6,Thursday,75000000,258270008,110.0,Released,6.4,2528,73.82289
513,The Rock(1996),"Action,Adventure,Thriller",en,United States of America,"Hollywood Pictures,Don Simpson/Jerry Bruckheimer Films",1996-06-06,1996,6,Thursday,75000000,335062621,136.0,Released,6.9,1456,51.469576
514,Ice Age: The Meltdown(2006),"Animation,Family,Comedy,Adventure",en,United States of America,"Blue Sky Studios,Twentieth Century Fox Animation",2006-03-23,2006,3,Thursday,80000000,660940780,91.0,Released,6.5,2951,85.115058
515,50 First Dates(2004),"Comedy,Romance",en,United States of America,"Columbia Pictures Corporation,Happy Madison Productions,Anonymous Content,Flower Films (II)",2004-02-13,2004,2,Friday,75000000,196482882,99.0,Released,6.6,2105,61.437586
516,Hairspray(2007),"Family,Comedy,Music,Romance",en,"United Kingdom,United States of America","New Line Cinema,Ingenious Film Partners,Offspring Entertainment,Zadan / Meron Productions",2007-07-13,2007,7,Friday,50000000,90450008,117.0,Released,6.5,709,31.160542
517,Exorcist: The Beginning(2004),"Horror,Mystery,Thriller",en,United States of America,"Morgan Creek Productions,Dominion Productions",2004-08-20,2004,8,Friday,80000000,78000586,114.0,Released,4.7,183,15.761384
518,Inspector Gadget(1999),"Action,Adventure,Comedy,Family",en,United States of America,"Walt Disney Pictures,Caravan Pictures,DiC Entertainment",1999-07-23,1999,7,Friday,75000000,0,78.0,Released,4.3,318,17.561955
519,Now You See Me(2013),"Thriller,Crime",en,"United States of America,France","Summit Entertainment,K/O Paper Products,SOIXAN7E QUIN5E,See Me Louisiana",2013-05-29,2013,5,Wednesday,75000000,117698894,115.0,Released,7.3,5487,71.124686
520,Grown Ups(2010),Comedy,en,United States of America,"Columbia Pictures,Happy Madison Productions,Relativity Media",2010-06-24,2010,6,Thursday,80000000,271430189,102.0,Released,6.0,1705,38.864027
521,The Terminal(2004),"Comedy,Drama",en,United States of America,"DreamWorks SKG,Amblin Entertainment,Parkes/MacDonald Productions",2004-06-17,2004,6,Thursday,60000000,219417255,128.0,Released,7.0,1910,57.753914
522,Hotel for Dogs(2009),"Comedy,Family",en,United States of America,"DreamWorks SKG,Nickelodeon Movies",2009-01-16,2009,1,Friday,35000000,73034460,100.0,Released,5.7,202,13.25753
523,Vertical Limit(2000),"Action,Adventure,Thriller",en,"New Zealand,Pakistan,United States of America","Columbia Pictures Corporation,Global Entertainment Productions GmbH & Company Medien KG",2000-12-08,2000,12,Friday,75000000,215663859,124.0,Released,5.9,283,13.318744
524,Charlie Wilson's War(2007),"Comedy,Drama,History",en,United States of America,"Universal Pictures,Participant Productions,Playtone Production",2007-12-19,2007,12,Wednesday,75000000,119000410,102.0,Released,6.5,338,18.70031
525,Shark Tale(2004),"Animation,Action,Comedy,Family",en,United States of America,"DreamWorks SKG,Pacific Data Images (PDI),DreamWorks Animation",2004-09-20,2004,9,Monday,75000000,367275019,90.0,Released,5.8,1557,47.094369
526,Dreamgirls(2006),Drama,en,United States of America,"Paramount Pictures,DreamWorks SKG,Laurence Mark Productions",2006-12-25,2006,12,Monday,70000000,154937680,134.0,Released,6.6,284,14.486311
527,Be Cool(2005),"Comedy,Crime",en,United States of America,"Double Feature Films,Jersey Films,Nina Saxon Film Design,Metro-Goldwyn-Mayer (MGM)",2005-03-04,2005,3,Friday,53000000,95226116,118.0,Released,5.4,292,18.61472
528,Munich(2005),"Drama,Action,History,Thriller",en,"Canada,United States of America,France","DreamWorks SKG,Universal Pictures,Amblin Entertainment,Peninsula Films,Alliance Atlantis Communications,Kennedy/Marshall Company, The,Barry Mendel Productions",2005-12-22,2005,12,Thursday,70000000,130358911,164.0,Released,6.9,696,29.035222
529,Tears of the Sun(2003),"Action,Drama,War",en,United States of America,"Columbia Pictures,Revolution Studios,Cheyenne Enterprises,Michael Lobell Productions",2003-03-07,2003,3,Friday,70000000,85632458,121.0,Released,6.4,573,27.055085
530,Killers(2010),"Action,Comedy,Thriller,Romance",en,United States of America,"Katalyst Films,Lionsgate,Aversano Films",2010-06-04,2010,6,Friday,75000000,98159963,100.0,Released,5.7,772,23.004607
531,The Man from U.N.C.L.E.(2015),"Comedy,Action,Adventure",en,United States of America,"Davis Entertainment,Warner Bros.,Wigram Productions,RatPac-Dune Entertainment",2015-08-13,2015,8,Thursday,75000000,108145109,116.0,Released,7.1,2265,48.744209
532,Spanglish(2004),Comedy,en,United States of America,"Gracie Films,Columbia Pictures Corporation",2004-12-17,2004,12,Friday,80000000,55041367,130.0,Released,5.8,369,14.209329
533,Monster House(2006),"Animation,Comedy,Family,Fantasy",en,United States of America,"Columbia Pictures,Amblin Entertainment,Sony Pictures Animation,Sony Pictures Entertainment,ImageMovers",2006-07-21,2006,7,Friday,75000000,140175006,91.0,Released,6.3,874,36.368839
534,Bandits(2001),"Action,Comedy,Crime,Romance",en,United States of America,"Cheyenne Enterprises,Epsilon Motion Pictures,Empire Pictures,Metro-Goldwyn-Mayer (MGM),Hyde Park Entertainment,Baltimore Spring Creek Productions,Lotus Pictures",2001-10-12,2001,10,Friday,75000000,67631903,123.0,Released,6.2,302,24.353302
535,First Knight(1995),"Action,Adventure,Drama,Romance",en,United States of America,"Columbia Pictures Corporation,First Knight Productions",1995-07-07,1995,7,Friday,55000000,127600435,134.0,Released,5.9,311,19.143321
536,Anna and the King(1999),"Drama,History,Romance",en,"Malaysia,United States of America",Fox 2000 Pictures,1999-12-16,1999,12,Thursday,75000000,0,148.0,Released,6.4,197,13.327372
537,Immortals(2011),"Fantasy,Action,Drama",en,United States of America,"Virgin Produced,Mark Canton Productions",2011-11-10,2011,11,Thursday,75000000,226904017,110.0,Released,5.7,880,37.917002
538,Hostage(2005),"Mystery,Drama,Thriller,Crime",en,"Germany,United States of America","Miramax Films,Cheyenne Enterprises,Yari Film Group,Stratus Film Co.,Syndicate Films International,Equity Pictures Medienfonds GmbH & Co. KG II,Hostage GmbH",2005-03-09,2005,3,Wednesday,52000000,77944725,113.0,Released,6.2,512,23.663713
539,Titan A.E.(2000),"Animation,Action,Science Fiction,Family,Adventure",en,United States of America,"Twentieth Century Fox Film Corporation,David Kirschner Productions,Fox Animation Studios",2000-06-16,2000,6,Friday,75000000,36754634,94.0,Released,6.3,313,14.44381
540,Hollywood Homicide(2003),"Action,Adventure,Comedy,Thriller",en,United States of America,"Columbia Pictures,Revolution Studios",2003-06-09,2003,6,Monday,75000000,51142659,116.0,Released,5.0,166,10.605084
541,Soldier(1998),"Action,War,Science Fiction",en,United States of America,"Impact Pictures,Jerry Weintraub Productions,Warner Bros.,Morgan Creek Productions",1998-10-23,1998,10,Friday,75000000,14567883,99.0,Released,6.1,221,11.873856
542,Carriers(2009),"Action,Drama,Horror,Science Fiction,Thriller",en,United States of America,"Paramount Vantage,Likely Story,Ivy Boy Productions,This Is That Productions",2009-09-04,2009,9,Friday,0,5802422,84.0,Released,5.8,282,12.708963
543,Monkeybone(2001),"Adventure,Fantasy,Animation,Action,Comedy",en,United States of America,"Twentieth Century Fox Film Corporation,1492 Pictures,Twitching Image Studio",2001-02-23,2001,2,Friday,75000000,5409517,93.0,Released,4.3,78,8.098369
544,Flight of the Phoenix(2004),"Action,Adventure,Drama,Thriller",en,United States of America,"Twentieth Century Fox Film Corporation,Davis Entertainment,Aldrich Group,Optional Pictures",2004-12-17,2004,12,Friday,45000000,21009180,113.0,Released,5.7,276,20.374308
545,Unbreakable(2000),"Science Fiction,Thriller,Drama",en,United States of America,"Limited Edition Productions Inc.,Touchstone Pictures,Blinding Edge Pictures,Barry Mendel Productions",2000-11-13,2000,11,Monday,75000000,248118121,106.0,Released,6.9,1946,42.006908
546,Minions(2015),"Family,Animation,Adventure,Comedy",en,United States of America,"Universal Pictures,Illumination Entertainment",2015-06-17,2015,6,Wednesday,74000000,1156730962,91.0,Released,6.4,4571,875.581305
547,Sucker Punch(2011),"Action,Fantasy,Thriller",en,United States of America,"Legendary Pictures,Warner Bros.,Lennox House Films,Cruel and Unusual Films",2011-03-24,2011,3,Thursday,82000000,89792502,110.0,Released,5.9,1623,39.127082
548,Snake Eyes(1998),"Crime,Mystery",en,"Canada,United States of America","Paramount Pictures,DeBart,Touchstone Pictures,Mel's Cite du Cinema",1998-08-07,1998,8,Friday,73000000,103891409,98.0,Released,5.8,327,20.790703
549,Sphere(1998),Science Fiction,en,United States of America,"Punch Productions,Warner Bros.,Baltimore Pictures,Constant c Productions",1998-02-13,1998,2,Friday,75000000,13100000,134.0,Released,5.8,476,18.65988
550,The Angry Birds Movie(2016),"Family,Animation",en,"Finland,United States of America","Columbia Pictures,Rovio Entertainment,Sony Pictures Imageworks (SPI),Rovio Mobile,Rovio Animation",2016-05-11,2016,5,Wednesday,73000000,349779543,97.0,Released,5.9,1022,45.720894
551,Fool's Gold(2008),"Romance,Comedy,Adventure",en,United States of America,"De Line Pictures,Warner Bros.",2008-02-07,2008,2,Thursday,70000000,111231041,112.0,Released,5.4,444,21.789615
552,Funny People(2009),"Comedy,Drama",en,United States of America,"Columbia Pictures,Universal Pictures,Happy Madison Productions,Relativity Media,Apatow Productions,Madison 23",2009-07-31,2009,7,Friday,75000000,61458982,146.0,Released,5.7,390,20.199057
553,The Kingdom(2007),"Thriller,Action,Drama",en,"Germany,United States of America","Universal Pictures,Forward Pass,Relativity Media,FilmWorks,MDBF Zweite Filmgesellschaft",2007-08-22,2007,8,Wednesday,70000000,86658558,110.0,Released,6.5,513,26.123705
554,Talladega Nights: The Ballad of Ricky Bobby(2006),Comedy,en,United States of America,"Columbia Pictures,Apatow Productions",2006-08-04,2006,8,Friday,72500000,162966177,116.0,Released,6.2,491,12.599836
555,Dr. Dolittle 2(2001),"Comedy,Family,Romance,Fantasy",en,United States of America,"Twentieth Century Fox Film Corporation,Joseph M. Singer Entertainment,Davis Entertainment",2001-06-22,2001,6,Friday,70000000,176104344,87.0,Released,4.9,410,13.543053
556,Braveheart(1995),"Action,Drama,History,War",en,United States of America,"Icon Entertainment International,The Ladd Company,B.H. Finance C.V.",1995-05-24,1995,5,Wednesday,72000000,210000000,177.0,Released,7.7,3336,60.722162
557,Jarhead(2005),"Drama,War",en,"Germany,United States of America","Universal Pictures,Neal Street Productions,Red Wagon Entertainment,Motion Picture KAPPA Produktionsgesellschaft",2005-11-04,2005,11,Friday,72000000,96889998,125.0,Released,6.6,765,32.227223
558,The Simpsons Movie(2007),"Animation,Comedy,Family",en,United States of America,"Gracie Films,Twentieth Century Fox Film Corporation",2007-07-25,2007,7,Wednesday,75000000,527068851,87.0,Released,6.9,2264,46.875375
559,The Majestic(2001),"Drama,Romance",en,United States of America,"Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Darkwoods Productions",2001-12-21,2001,12,Friday,72000000,37317558,152.0,Released,6.6,188,11.215702
560,Driven(2001),Action,en,"Australia,Canada,United States of America","Epsilon Motion Pictures,Franchise Pictures,Trackform Film Productions,Mel's Cite du Cinema",2001-04-27,2001,4,Friday,94000000,54744738,116.0,Released,4.5,179,8.468586
561,Deux frères(2004),"Adventure,Drama,Family",en,"France,United Kingdom","Pathé Renn Productions,TF1 Films Production,Canal+,Pathe,Two Brothers Productions",2004-04-07,2004,4,Wednesday,74500000,62172050,109.0,Released,6.9,180,8.884318
562,The Village(2004),"Drama,Mystery,Thriller",en,United States of America,"Scott Rudin Productions,Touchstone Pictures,Blinding Edge Pictures",2004-07-30,2004,7,Friday,60000000,256697520,108.0,Released,6.2,1071,27.491891
563,Doctor Dolittle(1998),"Comedy,Family,Fantasy",en,United States of America,"Twentieth Century Fox Film Corporation,Joseph M. Singer Entertainment,Davis Entertainment",1998-06-22,1998,6,Monday,71000000,294456605,85.0,Released,5.4,686,21.462935
564,Signs(2002),"Drama,Thriller,Science Fiction,Mystery",en,United States of America,"Kennedy/Marshall Company, The,Touchstone Pictures,Blinding Edge Pictures",2002-08-02,2002,8,Friday,72000000,408247917,106.0,Released,6.4,1599,28.848187
565,Shrek 2(2004),"Adventure,Animation,Comedy,Family,Fantasy",en,United States of America,"DreamWorks SKG,Pacific Data Images (PDI),DreamWorks Animation",2004-05-19,2004,5,Wednesday,150000000,919838758,93.0,Released,6.7,2988,47.320801
